f1,accuracy,brier_score,roc_auc,model__n_estimators,model__max_depth,model__min_samples_split,model__min_samples_leaf,model__min_weight_fraction_leaf,model__max_leaf_nodes,model__criterion
0.5100599978159196,0.6483701366982124,0.22312019436672884,0.7707468641702375,862,25.0,38,4,0.3806188195770572,6.0,gini
0.5100599978159196,0.6483701366982124,0.2204679037285731,0.7779843452460398,483,21.0,53,53,0.3121902181639406,22.0,entropy
0.5100599978159196,0.6483701366982124,0.22762739410772462,0.7013349064537431,1000,15.0,32,38,0.48831599961036326,10.0,gini
0.5100599978159196,0.6483701366982124,0.209416597531776,0.8102501629071758,793,3.0,60,35,0.11196494824969477,51.0,entropy
0.5100599978159196,0.6483701366982124,0.223170812226349,0.7617316809692602,173,21.0,47,47,0.3792964252583885,51.0,gini
0.602173834604911,0.691850683491062,0.19130282305202967,0.8407093004623285,862,,41,22,0.02660091645078627,10.0,entropy
0.5100599978159196,0.6483701366982124,0.20299733976613274,0.8223746895112416,724,,17,7,0.0697633286419912,51.0,gini
0.5100599978159196,0.6483701366982124,0.21610334735157274,0.7950667436858556,552,23.0,5,25,0.20683074174704258,6.0,entropy
0.5100599978159196,0.6483701366982124,0.21605146947782342,0.7894812681967172,138,13.0,14,38,0.2409602790577755,26.0,gini
0.5100599978159196,0.6483701366982124,0.21729694952021053,0.7899082084265154,586,7.0,47,32,0.24478690368732642,22.0,entropy
0.5100599978159196,0.6483701366982124,0.2195356530906258,0.7877193948388834,827,5.0,20,4,0.2822946042145786,22.0,entropy
0.6168055634080928,0.6993690851735016,0.1885560889032768,0.840074761493031,138,3.0,53,38,0.010665092118734842,60.0,gini
0.5100599978159196,0.6483701366982124,0.22197894881246866,0.7743680447996188,379,17.0,26,7,0.3481366343901039,18.0,entropy
0.5100599978159196,0.6483701366982124,0.21964780398513986,0.7850832412504443,827,13.0,29,35,0.2766440925218208,2.0,entropy
0.6121055944607265,0.6730283911671924,0.20698952895465836,0.665243686146595,1,17.0,32,47,0.06768821218838839,60.0,entropy
0.5100599978159196,0.6483701366982124,0.22085951364738446,0.7803749437899921,655,17.0,47,7,0.3222872224679571,35.0,entropy
0.5100599978159196,0.6483701366982124,0.20844084943053715,0.8139180599215174,311,17.0,44,56,0.09441790630299801,43.0,entropy
0.5100599978159196,0.6483701366982124,0.22618845564611298,0.746593007872699,896,25.0,41,53,0.4506157695058787,14.0,gini
0.5100599978159196,0.6483701366982124,0.22665868292015406,0.7367665139571535,379,11.0,38,53,0.46270674806490836,39.0,entropy
0.5100599978159196,0.6483701366982124,0.22324904533035284,0.7794057879527645,827,7.0,23,32,0.3695249763757591,14.0,entropy
0.5100599978159196,0.6483701366982124,0.22221341585070792,0.7777026586606286,517,,8,1,0.3508440396648173,10.0,entropy
0.5100599978159196,0.6483701366982124,0.22476979678044365,0.7547757652320877,207,19.0,60,53,0.42425183013478723,2.0,gini
0.5100599978159196,0.6483701366982124,0.2233018877954935,0.7716431264423518,1000,13.0,38,7,0.3864568083192022,10.0,gini
0.5837163697229462,0.6825446898002103,0.19409252894545248,0.8383889159296155,621,7.0,53,41,0.03227245677982943,55.0,gini
0.5100599978159196,0.6483701366982124,0.2255028097201013,0.7021455684980298,69,13.0,35,1,0.42934330076230304,43.0,entropy
0.5100599978159196,0.6483701366982124,0.21239881156661172,0.8044887280262033,414,,14,16,0.1513852502677448,14.0,entropy
0.5107879787329637,0.6486855941114616,0.20220424087194178,0.8265137151449451,689,5.0,56,56,0.06110795405457231,47.0,gini
0.5100599978159196,0.6483701366982124,0.22692762430079375,0.735234094071207,724,5.0,60,7,0.4740451892503257,2.0,gini
0.5100599978159196,0.6483701366982124,0.22348850163965625,0.7638869213230604,552,23.0,32,35,0.3835617887231425,47.0,entropy
0.5100599978159196,0.6483701366982124,0.22481045272902042,0.7584139567849311,311,19.0,8,35,0.42302349754461993,14.0,entropy
0.5100599978159196,0.6483701366982124,0.222464388668818,0.7749478105353171,586,5.0,47,38,0.3567902846970839,47.0,gini
0.5100599978159196,0.6483701366982124,0.21622797654056006,0.7854487275489761,242,23.0,2,53,0.22213168625294616,6.0,gini
0.5100599978159196,0.6483701366982124,0.20996786239139312,0.8070416941977693,931,23.0,8,19,0.1323681207557762,,entropy
0.5100599978159196,0.6483701366982124,0.2199624366545583,0.7850659514593845,793,1.0,8,44,0.29461518717286994,,gini
0.5100599978159196,0.6483701366982124,0.2080481277820731,0.8122798582809418,311,9.0,2,22,0.10110242576162115,14.0,gini
0.5100599978159196,0.6483701366982124,0.21334307378311199,0.7833344928567216,35,27.0,41,28,0.13416390652784305,35.0,gini
0.5100599978159196,0.6483701366982124,0.21228439785832184,0.8002579852645391,345,15.0,44,19,0.15243335280766906,10.0,entropy
0.5100599978159196,0.6483701366982124,0.22744633087007754,0.7312575573118987,931,,38,28,0.4878944575781111,18.0,entropy
0.5100599978159196,0.6483701366982124,0.2266030064668714,0.7468443342639913,621,1.0,5,35,0.4527564281867948,14.0,entropy
0.5100599978159196,0.6483701366982124,0.20310750542165631,0.8234776593590101,517,11.0,56,16,0.06597342776540904,22.0,entropy
0.5100599978159196,0.6483701366982124,0.2155107419334021,0.7958326353560271,965,15.0,35,1,0.20095931569735914,18.0,gini
0.5100599978159196,0.6483701366982124,0.2271116598851731,0.7286805721528928,173,19.0,38,41,0.48134205862194485,2.0,entropy
0.5133273355859875,0.6497896950578339,0.2015560391744627,0.8274552085289447,552,7.0,11,13,0.0620566470932134,47.0,entropy
0.5100599978159196,0.6483701366982124,0.22078242869135176,0.7797877941252928,758,11.0,47,32,0.3311751083935312,47.0,gini
0.5100599978159196,0.6483701366982124,0.21960499862610586,0.7835724275409833,483,15.0,35,19,0.26915476922873594,2.0,gini
0.5100599978159196,0.6483701366982124,0.21874549199539028,0.780629610530118,207,7.0,29,47,0.2950128566165725,26.0,gini
0.5100599978159196,0.6483701366982124,0.2177859956193426,0.7839066200451775,207,1.0,29,19,0.24075744968977408,60.0,gini
0.5100599978159196,0.6483701366982124,0.22578807251640098,0.706375565591987,69,19.0,35,56,0.468576883812032,,entropy
0.5100599978159196,0.6483701366982124,0.225778585119316,0.7537646640707569,483,1.0,47,10,0.44472440977814703,14.0,entropy
0.5100599978159196,0.6483701366982124,0.22155388921881639,0.7798154868902158,931,23.0,14,47,0.351773061248218,31.0,gini
0.5100599978159196,0.6483701366982124,0.2106198771617807,0.8062275644955281,793,27.0,56,4,0.11844304688080015,47.0,entropy
0.5100599978159196,0.6483701366982124,0.2190236449781805,0.7869704777181395,793,11.0,56,22,0.2721339573018941,26.0,entropy
0.5100599978159196,0.6483701366982124,0.20307489316147362,0.8234381692822347,621,3.0,38,35,0.06480404597380945,55.0,entropy
0.5100599978159196,0.6483701366982124,0.2118482512478943,0.8199779922541737,896,1.0,41,13,0.053671515027342964,47.0,entropy
0.5100599978159196,0.6483701366982124,0.22767085827764796,0.6677602904083513,483,30.0,17,28,0.4936759455332893,39.0,gini
0.5100599978159196,0.6483701366982124,0.22061085362594549,0.7784869374052334,35,21.0,44,56,0.24945094184120892,26.0,gini
0.5100599978159196,0.6483701366982124,0.22376682517048302,0.7675888886830388,793,25.0,56,53,0.38131526961941037,18.0,gini
0.5100599978159196,0.6483701366982124,0.2221919060537471,0.7705618476438161,242,,41,16,0.3443385258258332,10.0,entropy
0.5100599978159196,0.6483701366982124,0.22243497859272476,0.7756068595415202,242,23.0,29,28,0.34460877398648115,,entropy
0.5808571630003361,0.6812828601472135,0.19382753596840022,0.8390626236717172,965,,60,25,0.0340925292997849,18.0,gini
0.5100599978159196,0.6483701366982124,0.21326623176349094,0.7983180306961932,207,25.0,47,28,0.15839136517225966,10.0,entropy
0.5100599978159196,0.6483701366982124,0.22665702436421623,0.7390377632316127,104,5.0,17,10,0.4627090870932819,18.0,gini
0.5100599978159196,0.6483701366982124,0.2117837605766051,0.8021751878743131,586,25.0,47,7,0.14101846183977684,14.0,entropy
0.5100599978159196,0.6483701366982124,0.22044550229824,0.7778279368977431,586,7.0,56,19,0.3193383054394863,31.0,entropy
0.5100599978159196,0.6483701366982124,0.2249061057739866,0.7508730738251284,655,3.0,60,38,0.43039009702694236,55.0,entropy
0.5100599978159196,0.6483701366982124,0.22795387868794245,0.5472529504676829,931,23.0,2,19,0.4992924316748036,22.0,entropy
0.5100599978159196,0.6483701366982124,0.22211362546889457,0.7693594614974539,173,25.0,2,16,0.359416926137568,26.0,entropy
0.5100599978159196,0.6483701366982124,0.2162821778402894,0.7929065746503825,896,30.0,47,35,0.22494277896792714,51.0,gini
0.5100599978159196,0.6483701366982124,0.22162240105888698,0.7820392983613643,586,21.0,50,19,0.3269397389585333,26.0,gini
0.5100599978159196,0.6483701366982124,0.21996345851203902,0.7752369052990858,207,23.0,23,44,0.3111303104609891,6.0,entropy
0.5100599978159196,0.6483701366982124,0.22756308048750157,0.7370807734904483,517,1.0,5,50,0.4849369428467244,60.0,gini
0.5107879787329637,0.6486855941114616,0.20285386782079198,0.8213167507181689,207,3.0,2,50,0.06109115204126192,22.0,gini
0.5100599978159196,0.6483701366982124,0.21977040619019847,0.7793824479473017,69,17.0,56,22,0.29346769887667523,22.0,entropy
0.5100599978159196,0.6483701366982124,0.21850305179807897,0.7718207772267893,104,30.0,2,41,0.2772786881854028,39.0,gini
0.5100599978159196,0.6483701366982124,0.20558814203106315,0.8164444609232292,689,7.0,11,19,0.08754210056736034,60.0,entropy
0.6187762889403333,0.7004731861198739,0.18908817005100054,0.8436145794696025,965,11.0,47,41,0.023608890356888068,22.0,entropy
0.5100599978159196,0.6483701366982124,0.2106500353570607,0.8057497309291423,793,25.0,41,7,0.12944886153022628,39.0,entropy
0.5100599978159196,0.6483701366982124,0.2113153398336335,0.8036245961512197,758,11.0,60,41,0.13903859051076056,14.0,gini
0.5100599978159196,0.6483701366982124,0.21226601979165924,0.7910652422142106,242,17.0,56,16,0.17436707187203698,35.0,entropy
0.5422056571159871,0.6627234490010515,0.1996640520614602,0.8315281546666624,242,3.0,5,19,0.04578836424960586,18.0,entropy
0.5100599978159196,0.6483701366982124,0.21436423650422678,0.8003637003334384,655,1.0,53,4,0.13012269117348768,39.0,entropy
0.5100599978159196,0.6483701366982124,0.21629521841880134,0.7903313657567274,242,15.0,38,13,0.2195301545870072,39.0,entropy
0.5100599978159196,0.6483701366982124,0.21688239497656245,0.79799518082842,1000,1.0,35,4,0.1825668098733111,26.0,entropy
0.5100599978159196,0.6483701366982124,0.21635454586458389,0.7826519644112567,345,3.0,53,50,0.23300625438001654,43.0,entropy
0.5100599978159196,0.6483701366982124,0.2186232255566177,0.7794431562108615,173,13.0,17,60,0.25789670151530153,26.0,gini
0.5100599978159196,0.6483701366982124,0.22065523329459996,0.7833305887103532,689,1.0,29,32,0.29352430235715304,35.0,gini
0.5100599978159196,0.6483701366982124,0.20952663876331534,0.8080534258423644,552,23.0,50,13,0.11716499866562285,22.0,gini
0.5410684970628963,0.6621976866456362,0.19844283248677516,0.831222200537909,621,5.0,23,53,0.04776020089797639,10.0,gini
0.5100599978159196,0.6483701366982124,0.22735992509374733,0.7294688944776649,689,21.0,53,7,0.48559751460812134,55.0,gini
0.5100599978159196,0.6483701366982124,0.22801690600521196,0.4977095512976704,1,19.0,17,47,0.44231717948353694,47.0,entropy
0.5100599978159196,0.6483701366982124,0.22140739702204426,0.7745442284979988,896,27.0,23,38,0.3482697823384162,31.0,gini
0.5100599978159196,0.6483701366982124,0.21715787548845528,0.7804796706976209,35,27.0,8,38,0.192079074840733,22.0,gini
0.6229050584467942,0.7008937960042061,0.18657514679851303,0.8431834077271253,69,7.0,29,32,0.02003268209935788,51.0,gini
0.5100599978159196,0.6483701366982124,0.2216540603706282,0.7728699377528723,311,7.0,26,47,0.3556098682257244,14.0,gini
0.5100599978159196,0.6483701366982124,0.21844619280942543,0.7858256898553885,448,23.0,38,22,0.262478696467202,47.0,gini
0.5100599978159196,0.6483701366982124,0.21665877351800159,0.7929890285242268,517,23.0,26,41,0.2279472765761631,31.0,entropy
0.5100599978159196,0.6483701366982124,0.21929676853707863,0.7861202407243302,655,1.0,53,47,0.276216613954616,10.0,entropy
0.5100599978159196,0.6483701366982124,0.21934039763195334,0.7844397118322891,862,3.0,14,38,0.2927737812060067,18.0,gini
0.7280746868260518,0.7620925341745531,0.16791370999251093,0.8586052163081384,965,27.0,35,19,0.005046524596021118,22.0,entropy
0.5100599978159196,0.6483701366982124,0.22717549230836917,0.7337228438733323,931,13.0,14,25,0.47345068839515275,35.0,gini
0.5100599978159196,0.6483701366982124,0.2226453305699712,0.7644453900615662,138,5.0,23,41,0.37465220510066,31.0,entropy
0.5100599978159196,0.6483701366982124,0.22674306791145887,0.7478648381132371,896,15.0,23,25,0.4660382313286598,2.0,entropy
0.5100599978159196,0.6483701366982124,0.22085794509633053,0.7773724551755498,1000,17.0,23,50,0.32358709364607247,18.0,entropy
0.5100599978159196,0.6483701366982124,0.22015765533985918,0.7883843788750472,931,13.0,60,50,0.2822061102052174,35.0,entropy
0.5100599978159196,0.6483701366982124,0.21237856641046168,0.7925202763417849,242,15.0,44,41,0.12950072987024142,6.0,entropy
0.5100599978159196,0.6483701366982124,0.20834311326327015,0.8102651429470457,758,19.0,14,25,0.11224530224788376,39.0,gini
0.5100599978159196,0.6483701366982124,0.22024889868491823,0.7841242034571435,586,1.0,8,44,0.3208442581964118,22.0,gini
0.5100599978159196,0.6483701366982124,0.21510402247115631,0.7654166313434376,35,27.0,44,56,0.2199078118224731,18.0,entropy
0.5100599978159196,0.6483701366982124,0.2116300067025111,0.7997880448636371,414,17.0,41,13,0.14625522935008345,39.0,gini
0.5100599978159196,0.6483701366982124,0.21581046820200947,0.795314353863291,586,21.0,44,50,0.2064894088262223,55.0,entropy
0.5100599978159196,0.6483701366982124,0.20868003815655933,0.8088275683560255,414,27.0,29,47,0.11862654867549005,55.0,entropy
